,76077000_FLU,76081000_FLU,76085000_FLU,76100000_FLU,76120000_FLU,76251000_FLU,76260000_FLU,76300000_FLU,76310000_FLU,76360001_FLU,76370000_FLU,76380000_FLU,76395000_FLU,76431000_FLU,76440000_FLU,76460000_FLU,76490000_FLU,76500000_FLU,76550000_FLU,76560000_FLU,76600000_FLU,76630000_FLU,76650000_FLU,76700000_FLU,76742000_FLU,76745000_FLU,76750000_FLU,76800000_FLU
1940-04-01,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,
1940-04-02,,,,,,,,,,,,24.3,,,,,,,,,,,,,,,,
1940-04-03,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,
1940-04-04,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,,
1940-04-05,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,
1940-04-06,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,
1940-04-07,,,,,,,,,,,,8.86,,,,,,,,,,,,,,,,
1940-04-08,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,,
1940-04-09,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,
1940-04-10,,,,,,,,,,,,2.83,,,,,,,,,,,,,,,,
1940-04-11,,,,,,,,,,,,18.8,,,,,,,,,,,,,,,,
1940-04-12,,,,,,,,,,,,39.9,,,,,,,,,,,,,,,,
1940-04-13,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,
1940-04-14,,,,,,,,,,,,25.4,,,,,,,,,,,,,,,,
1940-04-15,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,
1940-04-16,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,
1940-04-17,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,
1940-04-18,,,,,,,,,,,,8.86,,,,,,,,,,,,,,,,
1940-04-19,,,,,,,,,,,,5.72,,,,,,,,,,,,,,,,
1940-04-20,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,,
1940-04-21,,,,,,,,,,,,3.63,,,,,,,,,,,,,,,,
1940-04-22,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,
1940-04-23,,,,,,,,,,,,20.4,,,,,,,,,,,,,,,,
1940-04-24,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,
1940-04-25,,,,,,,,,,,,46.3,,,,,,,,,,,,,,,,
1940-04-26,,,,,,,,,,,,8.54,,,,,,,,,,,,,,,,
1940-04-27,,,,,,,,,,,,50.7,,,,,,,,,,,,,,,,
1940-04-28,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,
1940-04-29,,,,,,,,,,,,60.6,,,,,,,,,,,,,,,,
1940-04-30,,,,,,,,,,,,55.9,,,,,,,,,,,,,,,,
1940-05-01,,,,,,,,,,,,57.3,,,,,,,,,,,,,,,,
1940-05-02,,,,,,,,,,,,76.3,,,,,,,,,,,,,,,,
1940-05-03,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,
1940-05-04,,,,,,,,,,,,39.9,,,,,,,,,,,,,,,,
1940-05-05,,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,
1940-05-06,,,,,,,,,,,,35.6,,,,,,,,,,,,,,,,
1940-05-07,,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,
1940-05-08,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,
1940-05-09,,,,,,,,,,,,9.49,,,,,,,,,,,,,,,,
1940-05-10,,,,,,,,,,,,8.54,,,,,,,,,,,,,,,,
1940-05-11,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,
1940-05-12,,,,,,,,,,,,5.26,,,,,,,,,,,,,,,,
1940-05-13,,,,,,,,,,,,72.8,,,,,,,,,,,,,,,,
1940-05-14,,,,,,,,,,,,34.3,,,,,,,,,,,,,,,,
1940-05-15,,,,,,,,,,,,36.8,,,,,,,,,,,,,,,,
1940-05-16,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,
1940-05-17,,,,,,,,,,,,36.8,,,,,,,,,,,,,,,,
1940-05-18,,,,,,,,,,,,33.1,,,,,,,,,,,,,,,,
1940-05-19,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,,
1940-05-20,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,,
1940-05-21,,,,,,,,,,,,8.86,,,,,,,,,,,,,,,,
1940-05-22,,,,,,,,,,,,6.43,,,,,,,,,,,,,,,,
1940-05-23,,,,,,,,,,,,5.26,,,,,,,,,,,,,,,,
1940-05-24,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,
1940-05-25,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,
1940-05-26,,,,,,,,,,,,126.0,,,,,,,,,,,,,,,,
1940-05-27,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,
1940-05-28,,,,,,,,,,,,254.0,,,,,,,,,,,,,,,,
1940-05-29,,,,,,,,,,,,247.0,,,,,,,,,,,,,,,,
1940-05-30,,,,,,,,,,,,256.0,,,,,,,,,,,,,,,,
1940-05-31,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,
1940-06-01,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,
1940-06-02,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,
1940-06-03,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,
1940-06-04,,,,,,,,,,,,80.7,,,,,,,,,,,,,,,,
1940-06-05,,,,,,,,,,,,59.9,,,,,,,,,,,,,,,,
1940-06-06,,,,,,,,,,,,39.9,,,,,,,,,,,,,,,,
1940-06-07,,,,,,,,,,,,31.9,,,,,,,,,,,,,,,,
1940-06-08,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,
1940-06-09,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,
1940-06-10,,,,,,,,,,,,43.1,,,,,,,,,,,,,,,,
1940-06-11,,,,,,,,,,,,33.1,,,,,,,,,,,,,,,,
1940-06-12,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,
1940-06-13,,,,,,,,,,,,32.5,,,,,,,,,,,,,,,,
1940-06-14,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,
1940-06-15,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,
1940-06-16,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,
1940-06-17,,,,,,,,,,,,220.0,,,,,,,,,,,,,,,,
1940-06-18,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,
1940-06-19,,,,,,,,,,,,134.0,,,,,,,,,,,,,,,,
1940-06-20,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,
1940-06-21,,,,,,,,,,,,95.9,,,,,,,,,,,,,,,,
1940-06-22,,,,,,,,,,,,95.9,,,,,,,,,,,,,,,,
1940-06-23,,,,,,,,,,,,90.1,,,,,,,,,,,,,,,,
1940-06-24,,,,,,,,,,,,74.2,,,,,,,,,,,,,,,,
1940-06-25,,,,,,,,,,,,53.3,,,,,,,,,,,,,,,,
1940-06-26,,,,,,,,,,,,41.2,,,,,,,,,,,,,,,,
1940-06-27,,,,,,,,,,,,34.3,,,,,,,,,,,,,,,,
1940-06-28,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,
1940-06-29,,,,,,,,,,,,28.9,,,,,,,,,,,,,,,,
1940-06-30,,,,,,,,,,,,39.9,,,,,,,,,,,,,,,,
1940-07-01,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,,
1940-07-02,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,,
1940-07-03,,,,,,,,,,,,25.4,,,,,,,,,,,,,,,,
1940-07-04,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,
1940-07-05,,,,,,,,,,,,20.4,,,,,,,,,,,,,,,,
1940-07-06,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,,
1940-07-07,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,
1940-07-08,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,
1940-07-09,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,
1940-07-10,,,,,,,,,,,,20.4,,,,,,,,,,,,,,,,
1940-07-11,,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,
1940-07-12,,,,,,,,,,,,30.7,,,,,,,,,,,,,,,,
1940-07-13,,,,,,,,,,,,29.5,,,,,,,,,,,,,,,,
1940-07-14,,,,,,,,,,,,27.2,,,,,,,,,,,,,,,,
1940-07-15,,,,,,,,,,,,25.4,,,,,,,,,,,,,,,,
1940-07-16,,,,,,,,,,,,46.9,,,,,,,,,,,,,,,,
1940-07-17,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,
1940-07-18,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,
1940-07-19,,,,,,,,,,,,198.0,,,,,,,,,,,,,,,,
1940-07-20,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,,
1940-07-21,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,
1940-07-22,,,,,,,,,,,,92.5,,,,,,,,,,,,,,,,
1940-07-23,,,,,,,,,,,,69.3,,,,,,,,,,,,,,,,
1940-07-24,,,,,,,,,,,,64.6,,,,,,,,,,,,,,,,
1940-07-25,,,,,,,,,,,,62.5,,,,,,,,,,,,,,,,
1940-07-26,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,
1940-07-27,,,,,,,,,,,,99.3,,,,,,,,,,,,,,,,
1940-07-28,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,
1940-07-29,,,,,,,,,,,,102.0,,,,,,,,,,,,,,,,
1940-07-30,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,,
1940-07-31,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,
1940-08-01,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,
1940-08-02,,,,,,,,,,,,99.3,,,,,,,,,,,,,,,,
1940-08-03,,,,,,,,,,,,89.3,,,,,,,,,,,,,,,,
1940-08-04,,,,,,,,,,,,78.5,,,,,,,,,,,,,,,,
1940-08-05,,,,,,,,,,,,69.3,,,,,,,,,,,,,,,,
1940-08-06,,,,,,,,,,,,56.6,,,,,,,,,,,,,,,,
1940-08-07,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,
1940-08-08,,,,,,,,,,,,40.5,,,,,,,,,,,,,,,,
1940-08-09,,,,,,,,,,,,33.1,,,,,,,,,,,,,,,,
1940-08-10,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,,
1940-08-11,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,
1940-08-12,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,
1940-08-13,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,
1940-08-14,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,
1940-08-15,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,
1940-08-16,,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,
1940-08-17,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,,
1940-08-18,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,
1940-08-19,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,
1940-08-20,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,
1940-08-21,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,
1940-08-22,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,
1940-08-23,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,
1940-08-24,,,,,,,,,,,,17.7,,,,,,,,,,,,,,,,
1940-08-25,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,
1940-08-26,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,
1940-08-27,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,
1940-08-28,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,
1940-08-29,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,
1940-08-30,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,
1940-08-31,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,
1940-09-01,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,
1940-09-02,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,
1940-09-03,,,,,,,,,,,,9.49,,,,,,,,,,,,,,,,
1940-09-04,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,
1940-09-05,,,,,,,,,,,,34.3,,,,,,,,,,,,,,,,
1940-09-06,,,,,,,,,,,,20.4,,,,,,,,,,,,,,,,
1940-09-07,,,,,,,,,,,,20.9,,,,,,,,,,,,,,,,
1940-09-08,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,,
1940-09-09,,,,,,,,,,,,64.6,,,,,,,,,,,,,,,,
1940-09-10,,,,,,,,,,,,94.2,,,,,,,,,,,,,,,,
1940-09-11,,,,,,,,,,,,85.3,,,,,,,,,,,,,,,,
1940-09-12,,,,,,,,,,,,84.5,,,,,,,,,,,,,,,,
1940-09-13,,,,,,,,,,,,94.2,,,,,,,,,,,,,,,,
1940-09-14,,,,,,,,,,,,70.7,,,,,,,,,,,,,,,,
1940-09-15,,,,,,,,,,,,46.9,,,,,,,,,,,,,,,,
1940-09-16,,,,,,,,,,,,24.3,,,,,,,,,,,,,,,,
1940-09-17,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,,
1940-09-18,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,
1940-09-19,,,,,,,,,,,,26.6,,,,,,,,,,,,,,,,
1940-09-20,,,,,,,,,,,,31.9,,,,,,,,,,,,,,,,
1940-09-21,,,,,,,,,,,,37.4,,,,,,,,,,,,,,,,
1940-09-22,,,,,,,,,,,,33.7,,,,,,,,,,,,,,,,
1940-09-23,,,,,,,,,,,,26.6,,,,,,,,,,,,,,,,
1940-09-24,,,,,,,,,,,,25.4,,,,,,,,,,,,,,,,
1940-09-25,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,
1940-09-26,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,
1940-09-27,,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,
1940-09-28,,,,,,,,,,,,9.49,,,,,,,,,,,,,,,,
1940-09-29,,,,,,,,,,,,7.29,,,,,,,,,,,,,,,,
1940-09-30,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,,
1940-10-01,,,,,,,,,,,,60.6,,,,,,,,,,,,,,,,
1940-10-02,,,,,,,,,,,,108.0,,,,,,,,,,,,,,,,
1940-10-03,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,
1940-10-04,,,,,,,,,,,,149.0,,,,,,,,,,,,,,,,
1940-10-05,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,
1940-10-06,,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,
1940-10-07,,,,,,,,,,,,178.0,,,,,,,,,,,,,,,,
1940-10-08,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,
1940-10-09,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,
1940-10-10,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,
1940-10-11,,,,,,,,,,,,85.3,,,,,,,,,,,,,,,,
1940-10-12,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,
1940-10-13,,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,
1940-10-14,,,,,,,,,,,,40.5,,,,,,,,,,,,,,,,
1940-10-15,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,
1940-10-16,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,
1940-10-17,,,,,,,,,,,,18.8,,,,,,,,,,,,,,,,
1940-10-18,,,,,,,,,,,,18.8,,,,,,,,,,,,,,,,
1940-10-19,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,
1940-10-20,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,
1940-10-21,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,
1940-10-22,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,
1940-10-23,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,
1940-10-24,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,
1940-10-25,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,
1940-10-26,,,,,,,,,,,,8.86,,,,,,,,,,,,,,,,
1940-10-27,,,,,,,,,,,,7.92,,,,,,,,,,,,,,,,
1940-10-28,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,
1940-10-29,,,,,,,,,,,,7.29,,,,,,,,,,,,,,,,
1940-10-30,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,,
1940-10-31,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,13.555,
1940-11-01,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,13.094,
1940-11-02,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,12.64,
1940-11-03,,,,,,,,,,,,5.72,,,,,,,,,,,,,,,13.555,
1940-11-04,,,,,,,,,,,,40.5,,,,,,,,,,,,,,,29.203,
1940-11-05,,,,,,,,,,,,32.5,,,,,,,,,,,,,,,33.409,
1940-11-06,,,,,,,,,,,,36.2,,,,,,,,,,,,,,,35.086,
1940-11-07,,,,,,,,,,,,34.3,,,,,,,,,,,,,,,44.697,
1940-11-08,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,36.796,
1940-11-09,,,,,,,,,,,,12.2,,,,,,,,,,,,,,,27.032,
1940-11-10,,,,,,,,,,,,7.92,,,,,,,,,,,,,,,24.634,
1940-11-11,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,17.21,
1940-11-12,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,16.202,
1940-11-13,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,15.953,
1940-11-14,,,,,,,,,,,,17.7,,,,,,,,,,,,,,,31.765,
1940-11-15,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,37.142,
1940-11-16,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,32.419,
1940-11-17,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,35.426,
1940-11-18,,,,,,,,,,,,7.29,,,,,,,,,,,,,,,31.765,
1940-11-19,,,,,,,,,,,,5.72,,,,,,,,,,,,,,,26.122,
1940-11-20,,,,,,,,,,,,4.79,,,,,,,,,,,,,,,23.468,
1940-11-21,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,17.21,
1940-11-22,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,15.462,
1940-11-23,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,14.735,
1940-11-24,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,14.022,
1940-11-25,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,14.022,
1940-11-26,,,,,,,,,,,,7.29,,,,,,,,,,,,,,,12.64,
1940-11-27,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,17.983,
1940-11-28,,,,,,,,,,,,56.6,,,,,,,,,,,,,,,15.707,
1940-11-29,,,,,,,,,,,,30.1,,,,,,,,,,,,,,,14.976,
1940-11-30,,,,,,,,,,,,82.2,,,,,,,,,,,,,,,24.634,
1940-12-01,,,,,,,,,,,,97.6,,,,,,,,,,,,,,,137.466,
1940-12-02,,,,,,,,,,,,71.4,,,,,,,,,,,,,,,146.319,
1940-12-03,,,,,,,,,,,,78.5,,,,,,,,,,,,,,,159.419,
1940-12-04,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,149.976,
1940-12-05,,,,,,,,,,,,99.3,,,,,,,,,,,,,,,151.365,
1940-12-06,,,,,,,,,,,,59.9,,,,,,,,,,,,,,,138.333,
1940-12-07,,,,,,,,,,,,33.7,,,,,,,,,,,,,,,108.869,
1940-12-08,,,,,,,,,,,,27.8,,,,,,,,,,,,,,,76.822,
1940-12-09,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,19.567,
1940-12-10,,,,,,,,,,,,52.7,,,,,,,,,,,,,,,13.094,
1940-12-11,,,,,,,,,,,,56.6,,,,,,,,,,,,,,,115.557,
1940-12-12,,,,,,,,,,,,52.7,,,,,,,,,,,,,,,220.748,
1940-12-13,,,,,,,,,,,,47.5,,,,,,,,,,,,,,,247.764,
1940-12-14,,,,,,,,,,,,83.7,,,,,,,,,,,,,,,336.919,
1940-12-15,,,,,,,,,,,,86.9,,,,,,,,,,,,,,,361.185,
1940-12-16,,,,,,,,,,,,93.4,,,,,,,,,,,,,,,417.556,
1940-12-17,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,448.084,
1940-12-18,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,466.106,
1940-12-19,,,,,,,,,,,,105.0,,,,,,,,,,,,,,,480.248,
1940-12-20,,,,,,,,,,,,83.7,,,,,,,,,,,,,,,442.884,
1940-12-21,,,,,,,,,,,,56.6,,,,,,,,,,,,,,,362.967,
1940-12-22,,,,,,,,,,,,26.6,,,,,,,,,,,,,,,269.232,
1940-12-23,,,,,,,,,,,,19.8,,,,,,,,,,,,,,,164.798,
1940-12-24,,,,,,,,,,,,15.6,,,,,,,,,,,,,,,84.665,
1940-12-25,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,46.957,
1940-12-26,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,30.154,
1940-12-27,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,24.048,
1940-12-28,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,20.653,
1940-12-29,,,,,,,,,,,,4.55,,,,,,,,,,,,,,,20.107,
1940-12-30,,,,,,,,,,,,58.6,,,,,,,,,,,,,,,31.44,
1940-12-31,,,,,,,,,,,,28.3,,,,,,,,,,,,,,,27.032,
1941-01-01,,,,,,,,,,,,19.3,,,,,,,,,,,,,,,21.762,
1941-01-02,,,,,,,,,,,,16.7,,,,,,,,,,,,,,,18.505,
1941-01-03,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,16.703,
1941-01-04,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,14.496,
1941-01-05,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,13.094,
1941-01-06,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,11.75,
1941-01-07,,,,,,,,,,,,11.2,,,,,,,,,,,,,,,52.401,
1941-01-08,,,,,,,,,,,,182.0,,,,,,,,,,,,,,,111.435,
1941-01-09,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,149.056,
1941-01-10,,,,,,,,,,,,124.0,,,,,,,,,,,,,,,131.094,
1941-01-11,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,97.699,
1941-01-12,,,,,,,,,,,,103.0,,,,,,,,,,,,,,,72.17,
1941-01-13,,,,,,,,,,,,56.6,,,,,,,,,,,,,,,41.391,
1941-01-14,,,,,,,,,,,,35.6,,,,,,,,,,,,,,,30.154,
1941-01-15,,,,,,,,,,,,23.7,,,,,,,,,,,,,,,21.762,
1941-01-16,,,,,,,,,,,,16.2,,,,,,,,,,,,,,,18.505,
1941-01-17,,,,,,,,,,,,13.2,,,,,,,,,,,,,,,17.466,
1941-01-18,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,17.21,
1941-01-19,,,,,,,,,,,,7.92,,,,,,,,,,,,,,,18.768,
1941-01-20,,,,,,,,,,,,7.29,,,,,,,,,,,,,,,21.204,
1941-01-21,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,21.762,
1941-01-22,,,,,,,,,,,,6.97,,,,,,,,,,,,,,,17.983,
1941-01-23,,,,,,,,,,,,5.02,,,,,,,,,,,,,,,15.462,
1941-01-24,,,,,,,,,,,,4.79,,,,,,,,,,,,,,,13.555,
1941-01-25,,,,,,,,,,,,4.79,,,,,,,,,,,,,,,11.97,
1941-01-26,,,,,,,,,,,,4.79,,,,,,,,,,,,,,,11.1,
1941-01-27,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,10.049,
1941-01-28,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,9.64,
1941-01-29,,,,,,,,,,,,4.55,,,,,,,,,,,,,,,9.64,
1941-01-30,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,11.75,
1941-01-31,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,11.75,
1941-02-01,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,11.531,
1941-02-02,,,,,,,,,,,,5.72,,,,,,,,,,,,,,,11.315,
1941-02-03,,,,,,,,,,,,4.79,,,,,,,,,,,,,,,10.886,
1941-02-04,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,10.886,
1941-02-05,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,10.049,
1941-02-06,,,,,,,,,,,,3.91,,,,,,,,,,,,,,,9.64,
1941-02-07,,,,,,,,,,,,4.79,,,,,,,,,,,,,,,9.238,
1941-02-08,,,,,,,,,,,,3.63,,,,,,,,,,,,,,,8.843,
1941-02-09,,,,,,,,,,,,19.8,,,,,,,,,,,,,,,8.843,
1941-02-10,,,,,,,,,,,,10.8,,,,,,,,,,,,,,,8.455,
1941-02-11,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,10.886,
1941-02-12,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,19.567,
1941-02-13,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,26.728,
1941-02-14,,,,,,,,,,,,6.97,,,,,,,,,,,,,,,35.086,
1941-02-15,,,,,,,,,,,,8.54,,,,,,,,,,,,,,,40.671,
1941-02-16,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,37.142,
1941-02-17,,,,,,,,,,,,23.7,,,,,,,,,,,,,,,33.409,
1941-02-18,,,,,,,,,,,,11.7,,,,,,,,,,,,,,,36.108,
1941-02-19,,,,,,,,,,,,8.54,,,,,,,,,,,,,,,41.754,
1941-02-20,,,,,,,,,,,,7.29,,,,,,,,,,,,,,,43.216,
1941-02-21,,,,,,,,,,,,4.18,,,,,,,,,,,,,,,36.108,
1941-02-22,,,,,,,,,,,,3.77,,,,,,,,,,,,,,,29.518,
1941-02-23,,,,,,,,,,,,6.66,,,,,,,,,,,,,,,56.843,
1941-02-24,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,76.542,
1941-02-25,,,,,,,,,,,,5.26,,,,,,,,,,,,,,,92.447,
1941-02-26,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,97.031,
1941-02-27,,,,,,,,,,,,5.26,,,,,,,,,,,,,,,88.648,
1941-02-28,,,,,,,,,,,,5.72,,,,,,,,,,,,,,,68.757,
1941-03-01,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,42.482,
1941-03-02,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,28.264,
1941-03-03,,,,,,,,,,,,3.22,,,,,,,,,,,,,,,20.653,
1941-03-04,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,16.703,
1941-03-05,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,14.022,
1941-03-06,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,12.64,
1941-03-07,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,11.315,
1941-03-08,,,,,,,,,,,,0.908,,,,,,,,,,,,,,,10.464,
1941-03-09,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,9.844,
1941-03-10,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,9.64,
1941-03-11,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,9.238,
1941-03-12,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,9.04,
1941-03-13,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,8.843,
1941-03-14,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,9.04,
1941-03-15,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,14.022,
1941-03-16,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,14.976,
1941-03-17,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,14.022,
